Country,University_Name,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),High_Employability,Region_Europe,Region_Latin America,Region_Middle East & Africa,Region_North America,Degree_Level_Master,Degree_Level_PhD,Field_of_Study_Computer Science,Field_of_Study_Data Science & AI,Field_of_Study_Engineering,Field_of_Study_Healthcare & Medicine,Field_of_Study_Natural Sciences,Field_of_Study_Social Sciences,Top_Industry_Government/NGO,Top_Industry_Healthcare,Top_Industry_Manufacturing/Construction,Top_Industry_Research/Academia,Top_Industry_Technology,Top_Industry_Technology/Consulting
UAE,Khalifa University,2024,93.7,100.0,75300,Pharmacist,Medical Coding,Diagnostics,Patient Care,65,82.2,57,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
South Korea,Seoul National University,2024,82.6,87.1,67000,Sociologist,Communication,Public Policy,Data Analysis,64,79.4,63,0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Mexico,UNAM,2023,91.0,99.2,45100,Pharmacist,Diagnostics,Patient Care,Medical Coding,80,61.1,71,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
India,IIT Bombay,2018,78.4,87.4,13900,Biologist,Experimental Design,Scientific Writing,Statistical Analysis,52,11.8,78,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Canada,McGill University,2019,85.7,88.3,58100,Data Scientist,Cloud Computing,DevOps,React,69,5.0,78,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
France,Ecole Polytechnique,2016,83.7,85.9,74900,Chemist,Statistical Analysis,Scientific Writing,Experimental Design,45,7.7,54,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
USA,Georgia Tech,2017,87.1,89.7,93000,Chemist,Laboratory Skills,Scientific Writing,Experimental Design,61,17.6,98,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Canada,University of Toronto,2019,76.7,87.4,86700,Robotics Engineer,Lean Six Sigma,SolidWorks,MATLAB,54,7.0,74,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Saudi Arabia,King Abdulaziz University,2016,93.2,95.6,60800,AI Researcher,DevOps,SQL,React,69,16.4,69,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
USA,Harvard,2016,85.4,92.7,77800,Policy Analyst,Communication,Public Policy,Data Analysis,35,12.9,65,1,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
India,IISc Bangalore,2022,96.5,99.2,33800,AI Consultant,NLP,Big Data,Machine Learning,73,40.6,61,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Canada,University of Toronto,2023,82.4,84.7,96700,Physicist,Scientific Writing,Laboratory Skills,Experimental Design,61,55.1,53,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Germany,Humboldt University,2018,75.4,82.6,62600,Chemist,Statistical Analysis,Experimental Design,Scientific Writing,55,10.4,65,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Brazil,University of São Paulo,2018,85.2,90.8,32800,Robotics Engineer,AutoCAD,Project Management,Lean Six Sigma,61,8.9,78,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Canada,UBC,2017,83.0,87.5,85600,Electrical Engineer,AutoCAD,SolidWorks,MATLAB,49,6.6,77,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Israel,Technion,2022,98.9,100.0,133200,Data Analyst,Big Data,Deep Learning,R,96,56.8,79,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Singapore,NTU,2025,82.0,87.6,78900,Environmental Scientist,Experimental Design,Scientific Writing,Statistical Analysis,55,90.0,90,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
China,Tsinghua University,2019,86.8,91.4,28500,Chemist,Experimental Design,Statistical Analysis,Scientific Writing,66,5.0,100,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Brazil,University of São Paulo,2025,89.8,90.9,49500,Data Analyst,Machine Learning,R,Data Visualization,92,75.6,76,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Mexico,UNAM,2015,78.3,85.5,31100,Civil Engineer,MATLAB,Lean Six Sigma,SolidWorks,58,14.9,70,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Brazil,University of São Paulo,2020,86.1,90.6,16600,Human Resources Specialist,Data Analysis,Qualitative Research,Communication,46,53.5,100,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Mexico,UNAM,2018,92.0,97.2,25700,Marketing Manager,Excel,Financial Modeling,Strategic Planning,52,6.8,94,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Brazil,University of São Paulo,2025,86.7,90.6,41600,Mechanical Engineer,AutoCAD,MATLAB,Lean Six Sigma,65,90.0,64,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Canada,University of Toronto,2020,98.7,100.0,110700,Data Analyst,Big Data,Machine Learning,NLP,86,33.5,62,1,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Australia,University of Melbourne,2023,81.6,84.6,60000,Biologist,Experimental Design,Scientific Writing,Laboratory Skills,73,70.9,44,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
France,Ecole Polytechnique,2023,78.7,83.6,67200,Mechanical Engineer,Project Management,AutoCAD,SolidWorks,84,72.4,57,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
UAE,Khalifa University,2017,89.5,95.1,75500,Data Scientist,Cloud Computing,SQL,Python,79,16.0,69,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
UK,Imperial College London,2021,97.5,100.0,109100,AI Researcher,React,DevOps,Java,100,53.3,57,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
USA,MIT,2021,93.4,98.3,97600,Policy Analyst,Public Policy,Data Analysis,Communication,56,48.3,80,1,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Israel,Technion,2019,85.9,91.1,91100,Biologist,Scientific Writing,Statistical Analysis,Laboratory Skills,72,8.4,85,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
South Korea,Seoul National University,2025,92.2,96.9,61000,AI Consultant,Big Data,Data Visualization,NLP,89,86.2,90,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Brazil,University of São Paulo,2019,87.5,96.8,30200,Pharmacist,Diagnostics,Patient Care,Clinical Research,67,5.0,61,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Canada,UBC,2023,86.5,86.5,87200,Data Analyst,NLP,Machine Learning,Data Visualization,84,58.6,70,0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True
UAE,Khalifa University,2020,80.4,84.6,54200,Management Consultant,Data Analysis,Financial Modeling,Excel,75,54.1,81,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
India,IISc Bangalore,2023,99.0,100.0,23400,Cloud Architect,Java,SQL,DevOps,71,69.2,100,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
UK,Cambridge,2022,90.3,92.4,83500,Public Health Specialist,Patient Care,Clinical Research,Diagnostics,73,69.5,81,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Mexico,UNAM,2020,86.5,88.9,19800,Cybersecurity Analyst,React,Cybersecurity,SQL,80,29.2,52,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Canada,UBC,2023,77.6,81.5,54100,Biologist,Experimental Design,Scientific Writing,Statistical Analysis,70,70.8,65,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
France,Ecole Polytechnique,2023,78.0,83.3,97100,Marketing Manager,Market Research,Financial Modeling,Data Analysis,67,55.0,84,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Canada,University of Toronto,2023,80.5,87.8,60700,Robotics Engineer,AutoCAD,Project Management,Lean Six Sigma,75,70.3,64,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
USA,UC Berkeley,2025,84.6,88.4,106400,Robotics Engineer,Lean Six Sigma,SolidWorks,AutoCAD,62,69.3,72,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Brazil,University of São Paulo,2019,85.7,91.4,24500,Management Consultant,Excel,Market Research,Data Analysis,71,6.5,87,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Saudi Arabia,King Abdulaziz University,2025,95.1,97.2,84000,Public Health Specialist,Patient Care,Medical Coding,Diagnostics,72,70.2,65,1,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Mexico,UNAM,2017,78.6,81.5,20800,Policy Analyst,Qualitative Research,Communication,Data Analysis,62,9.5,62,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
South Korea,Seoul National University,2016,93.2,100.0,42600,Financial Analyst,Financial Modeling,Excel,Data Analysis,63,12.2,72,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sweden,KTH Royal Institute of Technology,2020,79.6,83.6,81900,Marketing Manager,Financial Modeling,Market Research,Excel,41,28.4,40,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Saudi Arabia,King Abdulaziz University,2023,85.3,92.6,55300,Economist,Qualitative Research,Data Analysis,Public Policy,70,60.4,41,1,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Japan,Kyoto University,2019,76.7,79.9,50100,Sociologist,Communication,Data Analysis,Qualitative Research,56,5.0,75,0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Saudi Arabia,King Abdulaziz University,2016,83.1,90.3,73600,Electrical Engineer,Project Management,MATLAB,AutoCAD,40,12.1,69,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
UAE,Khalifa University,2025,97.4,100.0,124000,Pharmacist,Diagnostics,Patient Care,Medical Coding,60,88.2,74,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Germany,TU Munich,2016,82.9,88.5,51600,Civil Engineer,Lean Six Sigma,Project Management,AutoCAD,70,5.0,68,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Brazil,University of São Paulo,2017,93.0,94.8,20000,Cybersecurity Analyst,Cybersecurity,DevOps,React,77,6.8,58,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Japan,University of Tokyo,2021,87.7,94.8,50200,Public Health Specialist,Diagnostics,Patient Care,Medical Coding,61,56.3,94,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Australia,University of Sydney,2024,90.2,96.1,125300,AI Researcher,SQL,Java,React,82,75.0,47,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Netherlands,University of Amsterdam,2019,79.3,84.7,57200,Sociologist,Public Policy,Communication,Qualitative Research,47,12.2,58,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
UK,Imperial College London,2025,85.6,92.2,69500,Chemist,Scientific Writing,Experimental Design,Statistical Analysis,69,72.3,100,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Saudi Arabia,King Abdulaziz University,2015,84.9,88.4,65400,Civil Engineer,Project Management,SolidWorks,Lean Six Sigma,48,7.3,88,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Canada,McGill University,2019,86.1,90.1,69700,Machine Learning Engineer,Big Data,Machine Learning,R,89,18.0,92,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Singapore,NTU,2019,90.0,90.0,92000,Cloud Architect,Cloud Computing,React,Python,80,10.0,72,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Canada,UBC,2022,76.4,82.5,106100,Investment Banker,Strategic Planning,Data Analysis,Excel,70,66.8,84,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Canada,University of Toronto,2017,80.9,85.8,70500,Human Resources Specialist,Qualitative Research,Public Policy,Communication,54,10.5,84,0,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
USA,UC Berkeley,2015,93.4,100.0,78000,Economist,Communication,Public Policy,Qualitative Research,50,5.0,88,1,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
UAE,Khalifa University,2020,79.0,83.2,79700,Physicist,Statistical Analysis,Scientific Writing,Experimental Design,55,46.1,46,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Mexico,UNAM,2023,81.7,88.0,17600,Civil Engineer,Project Management,MATLAB,AutoCAD,72,62.1,55,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Brazil,University of São Paulo,2023,84.2,92.2,40400,Mechanical Engineer,SolidWorks,Project Management,MATLAB,45,67.8,50,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Japan,Kyoto University,2022,94.8,100.0,53300,Machine Learning Engineer,Big Data,Machine Learning,Data Visualization,88,69.2,62,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
USA,Stanford,2017,99.0,100.0,109900,Data Scientist,Cloud Computing,Cybersecurity,Python,81,10.0,42,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False
USA,Harvard,2018,88.4,95.5,79900,Data Scientist,Cloud Computing,React,Java,83,14.6,55,1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False
China,Peking University,2017,88.2,93.6,68800,NLP Specialist,R,Deep Learning,NLP,73,9.1,90,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Germany,Heidelberg University,2019,73.3,78.3,54400,Mechanical Engineer,MATLAB,SolidWorks,Project Management,54,26.9,80,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Mexico,UNAM,2025,76.0,77.2,24300,Physicist,Experimental Design,Scientific Writing,Laboratory Skills,59,90.0,91,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Israel,Technion,2018,94.1,98.5,113800,Biomedical Researcher,Diagnostics,Patient Care,Medical Coding,58,7.4,95,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Singapore,NTU,2018,89.6,90.1,70400,Public Health Specialist,Medical Coding,Clinical Research,Patient Care,54,14.2,53,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
USA,Georgia Tech,2017,87.0,89.0,75600,Sociologist,Data Analysis,Public Policy,Qualitative Research,64,7.3,64,0,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Australia,University of Sydney,2015,94.9,100.0,93400,Public Health Specialist,Medical Coding,Diagnostics,Clinical Research,57,5.7,87,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
USA,UC Berkeley,2020,98.1,100.0,102000,AI Consultant,NLP,Machine Learning,Deep Learning,50,30.0,84,1,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True
India,IIT Delhi,2015,77.9,81.6,29800,Robotics Engineer,SolidWorks,Lean Six Sigma,MATLAB,30,9.6,100,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Mexico,UNAM,2020,92.2,99.0,24300,Sociologist,Communication,Qualitative Research,Data Analysis,70,59.7,75,1,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
USA,Georgia Tech,2021,85.2,93.1,74600,Investment Banker,Excel,Data Analysis,Market Research,57,42.8,72,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Switzerland,ETH Zurich,2023,95.2,97.4,134800,Biomedical Researcher,Patient Care,Medical Coding,Clinical Research,85,63.6,66,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
China,Tsinghua University,2017,94.7,100.0,30100,Chemist,Scientific Writing,Statistical Analysis,Experimental Design,45,14.3,81,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Brazil,University of São Paulo,2019,84.2,87.6,22900,Civil Engineer,MATLAB,AutoCAD,SolidWorks,53,5.0,50,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Netherlands,TU Delft,2017,91.2,96.3,91200,Robotics Engineer,Lean Six Sigma,MATLAB,AutoCAD,70,9.2,66,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
France,PSL University,2025,90.6,95.2,86900,Pharmacist,Diagnostics,Medical Coding,Clinical Research,81,90.0,80,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Mexico,UNAM,2017,81.9,85.0,25300,Management Consultant,Excel,Strategic Planning,Data Analysis,40,10.7,67,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Singapore,NTU,2023,82.9,93.1,122200,Investment Banker,Financial Modeling,Excel,Strategic Planning,52,50.1,74,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Switzerland,ETH Zurich,2020,91.6,97.7,97600,NLP Specialist,R,Big Data,Machine Learning,92,24.9,61,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
USA,Stanford,2015,85.1,94.5,77800,Mechanical Engineer,Project Management,MATLAB,Lean Six Sigma,59,9.7,56,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
South Korea,Seoul National University,2019,78.3,84.6,52500,Robotics Engineer,MATLAB,SolidWorks,Lean Six Sigma,60,5.0,63,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Canada,McGill University,2021,81.8,87.9,65800,Mechanical Engineer,Lean Six Sigma,AutoCAD,Project Management,65,66.3,73,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Singapore,NUS,2021,78.4,83.9,92900,Chemist,Laboratory Skills,Experimental Design,Statistical Analysis,37,48.2,66,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Israel,Hebrew University of Jerusalem,2025,75.4,82.0,69700,Management Consultant,Data Analysis,Market Research,Financial Modeling,72,90.0,74,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mexico,UNAM,2022,89.2,94.5,31300,Biologist,Scientific Writing,Statistical Analysis,Experimental Design,49,76.3,75,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
USA,UC Berkeley,2021,76.7,82.5,96900,Biologist,Laboratory Skills,Experimental Design,Scientific Writing,60,65.7,64,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
South Africa,University of Cape Town,2024,87.5,94.3,39400,Environmental Scientist,Experimental Design,Statistical Analysis,Laboratory Skills,69,86.8,69,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
China,Tsinghua University,2020,87.1,93.3,47000,Marketing Manager,Financial Modeling,Excel,Strategic Planning,58,53.5,40,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Singapore,NTU,2019,81.5,85.2,83800,Pharmacist,Patient Care,Diagnostics,Medical Coding,57,9.3,85,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Canada,McGill University,2015,82.6,86.4,44400,Human Resources Specialist,Public Policy,Qualitative Research,Data Analysis,52,9.7,71,0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Germany,TU Munich,2017,90.4,96.0,92500,Cybersecurity Analyst,React,Java,DevOps,83,7.0,56,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Japan,Kyoto University,2018,92.8,99.5,87200,Public Health Specialist,Diagnostics,Clinical Research,Medical Coding,46,5.0,62,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
China,Tsinghua University,2025,82.6,86.3,46400,Sociologist,Public Policy,Qualitative Research,Data Analysis,77,87.1,72,0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
South Korea,KAIST,2019,81.0,85.9,45000,Civil Engineer,AutoCAD,SolidWorks,Lean Six Sigma,63,6.0,90,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
South Africa,University of Cape Town,2023,86.4,91.8,54600,Public Health Specialist,Patient Care,Medical Coding,Clinical Research,57,76.7,100,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Israel,Technion,2017,92.9,94.4,81400,NLP Specialist,R,Big Data,Machine Learning,78,5.6,60,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Sweden,Karolinska Institute,2021,94.9,100.0,73300,Data Scientist,Java,Python,DevOps,82,41.4,93,1,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Japan,Kyoto University,2025,72.2,78.1,74900,Chemist,Scientific Writing,Laboratory Skills,Experimental Design,58,90.0,64,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Canada,University of Toronto,2019,97.0,99.6,68800,Public Health Specialist,Diagnostics,Medical Coding,Patient Care,52,9.6,93,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Israel,Hebrew University of Jerusalem,2020,90.0,96.0,106900,Cybersecurity Analyst,Cloud Computing,SQL,React,74,41.5,46,1,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Netherlands,University of Amsterdam,2017,83.3,87.6,69400,Medical Doctor,Diagnostics,Patient Care,Medical Coding,53,19.6,50,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
UAE,Khalifa University,2016,96.8,100.0,110100,AI Consultant,Deep Learning,Big Data,R,62,12.9,59,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Japan,Kyoto University,2015,78.1,82.9,77200,Management Consultant,Strategic Planning,Market Research,Excel,44,5.1,81,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Israel,Hebrew University of Jerusalem,2019,86.0,87.5,55600,Chemist,Experimental Design,Laboratory Skills,Statistical Analysis,68,22.5,63,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Argentina,University of Buenos Aires,2018,78.7,80.9,26800,Management Consultant,Strategic Planning,Financial Modeling,Excel,52,15.2,57,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Germany,Humboldt University,2021,94.2,99.2,84200,Public Health Specialist,Medical Coding,Clinical Research,Patient Care,67,52.4,77,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Japan,University of Tokyo,2025,84.2,87.3,68200,Economist,Communication,Data Analysis,Qualitative Research,82,83.7,86,0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Mexico,UNAM,2022,82.3,86.3,22900,Biologist,Statistical Analysis,Laboratory Skills,Experimental Design,53,42.6,54,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Canada,McGill University,2025,84.1,91.1,109000,Robotics Engineer,AutoCAD,SolidWorks,MATLAB,65,81.2,48,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Mexico,UNAM,2024,99.0,100.0,43700,Cloud Architect,Java,SQL,Cybersecurity,95,86.4,95,1,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
UAE,Khalifa University,2024,93.2,97.6,81000,Machine Learning Engineer,Deep Learning,NLP,Data Visualization,74,73.2,69,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
China,Fudan University,2025,92.6,97.8,56500,Chemist,Experimental Design,Scientific Writing,Laboratory Skills,81,85.6,65,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Mexico,UNAM,2018,76.3,82.3,14100,Investment Banker,Excel,Strategic Planning,Data Analysis,56,14.7,72,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
USA,Georgia Tech,2018,92.0,96.8,84600,Financial Analyst,Market Research,Data Analysis,Financial Modeling,67,8.0,80,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Argentina,University of Buenos Aires,2020,84.0,84.3,28900,Physicist,Statistical Analysis,Laboratory Skills,Experimental Design,60,52.3,77,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
USA,UC Berkeley,2021,74.4,77.9,123100,Investment Banker,Financial Modeling,Data Analysis,Strategic Planning,66,54.1,88,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
UAE,Khalifa University,2015,83.3,88.3,54800,Biologist,Scientific Writing,Statistical Analysis,Laboratory Skills,40,5.0,76,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Argentina,University of Buenos Aires,2016,78.2,79.9,17700,Physicist,Laboratory Skills,Experimental Design,Statistical Analysis,58,8.7,78,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
France,Ecole Polytechnique,2017,82.3,85.9,100300,AI Consultant,Deep Learning,Data Visualization,NLP,71,17.3,45,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Canada,UBC,2022,93.7,98.5,120100,AI Researcher,React,DevOps,Java,82,55.6,85,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Japan,Kyoto University,2022,83.0,87.2,50900,Physicist,Scientific Writing,Experimental Design,Statistical Analysis,56,85.9,76,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Germany,Humboldt University,2018,96.9,99.1,79700,AI Researcher,Cloud Computing,Cybersecurity,SQL,93,5.0,58,1,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Singapore,NUS,2019,85.9,91.3,77700,Sociologist,Data Analysis,Communication,Qualitative Research,56,9.9,55,1,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Sweden,KTH Royal Institute of Technology,2019,93.6,100.0,54400,Medical Doctor,Diagnostics,Patient Care,Clinical Research,73,6.0,80,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Switzerland,EPFL,2015,96.0,100.0,81100,Pharmacist,Medical Coding,Patient Care,Diagnostics,52,8.3,84,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Saudi Arabia,King Abdulaziz University,2024,79.6,81.9,98000,Electrical Engineer,Lean Six Sigma,MATLAB,SolidWorks,65,90.0,87,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Mexico,UNAM,2017,77.2,84.7,26600,Investment Banker,Data Analysis,Market Research,Financial Modeling,42,12.5,60,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
India,IIT Delhi,2017,76.1,83.4,27300,Civil Engineer,MATLAB,AutoCAD,Lean Six Sigma,55,11.3,40,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
South Korea,KAIST,2015,81.9,87.4,37600,Sociologist,Qualitative Research,Communication,Public Policy,38,5.0,78,0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Canada,UBC,2023,89.3,95.9,79800,Machine Learning Engineer,Machine Learning,R,NLP,74,66.4,94,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
